#,Name of the Plant,Family,Common Name,link
1212,Mimulus moschatus Douglas ex Lindl.,SCROPHULARIACEAE,Musk Plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013271&column=szBarcode
1213,Mimulus strictus Benth.,SCROPHULARIACEAE,Erect Monkey Flower (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013270&column=szBarcode
1214,Mimusops elengi L.,SAPOTACEAE,"Maulsari, Bakul",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013537&column=szBarcode
1215,Mitragyna parvifolia (Roxb.) Korth.,RUBIACEAE,"Kaim, Kalmi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009405&column=szBarcode
1216,Mitragyna rotundifolia (Roxb.) Kuntze,RUBIACEAE,Timi (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009404&column=szBarcode
1217,Mollugo cerviana (L.) Ser.,MOLLUGINACEAE,Ghimasak (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009489&column=szBarcode
1218,Mollugo nudicaulis Lam.,MOLLUGINACEAE,Parppadagam (Madras),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009491&column=szBarcode
1219,Mollugo pentaphylla L.,MOLLUGINACEAE,Khet-papara (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009490&column=szBarcode
1220,Monotropa uniflora L.,MONOTROPACEAE,Indian Pipe (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009488&column=szBarcode
1221,Morinda citrifolia L.,RUBIACEAE,"Surangi, Bartundi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009589&column=szBarcode
1222,Morinda umbellata L.,RUBIACEAE,Pitadaru (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009590&column=szBarcode
1223,Moringa concanensis Nimmo,MORINGACEAE,Jangli sargua,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003439&column=szBarcode
1224,Moringa oleifera Lam.,MORINGACEAE,"Sahjana, Sahijana",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003441&column=szBarcode
1225,Mormordica balsamina L.,CUCURBITACEAE,Mokha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009409&column=szBarcode
1226,Mormordica charantia L.,CUCURBITACEAE,"Karela, Kareli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009423&column=szBarcode
1227,Mormordica cochinchinensis (Lour.) Spreng.,CUCURBITACEAE,"Gulkakra, Gangerua",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009408&column=szBarcode
1228,Mormordica dioica Roxb. ex Willd.,CUCURBITACEAE,"Kaksa, Golkandra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009407&column=szBarcode
1229,Morus alba L.,MORACEAE,"Tut, Chinni",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009203&column=szBarcode
1230,Morus australis Poir.,MORACEAE,Kiskuri (Assamese),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009204&column=szBarcode
1231,Morus nigra L.,MORACEAE,Shah-tut,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009114&column=szBarcode
1232,Moschosma polystachyum Benth.,LAMIACEAE,Musk basil (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008719&column=szBarcode
1233,Mucuna gigantea DC.,FABACEAE,Enugadulagondi (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003316&column=szBarcode
1234,Mucuna monosperma DC. ex Wight,FABACEAE,Khatavangi (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003317&column=szBarcode
1235,Mucuna nigricans (Lour.) Steud.,FABACEAE,Kasi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003318&column=szBarcode
1236,Mucuna pruriens (L.) DC.,FABACEAE,"Kevanch, Kaunch",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003315&column=szBarcode
1237,Murdannia scapiflora (Roxb.) Royle,COMMELINACEAE,Musli-Siyah,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003058&column=szBarcode
1238,Murraya koenigii (L.) Spreng.,RUTACEAE,"Kathneem, Mitha neem",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009833&column=szBarcode
1239,Murraya paniculata (L.) Jacq.,RUTACEAE,"Kamini, Marchula",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009832&column=szBarcode
1240,Musa paradisiaca L.,MUSACEAE,Kela,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003021&column=szBarcode
1241,Mussaenda glabra Vahl,RUBIACEAE,Charai-atha (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009394&column=szBarcode
1242,Mussaenda glabrata (Hook.f.) Hutch. ex Gamble,RUBIACEAE,"Bedina, Bebina",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009395&column=szBarcode
1243,Myrica esculenta Buch.-Ham.,MYRICACEAE,"Kaiphal, Kaphala",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009192&column=szBarcode
1244,Myricaria bracteata Royle,TAMARICACEAE,Shalakat (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013145&column=szBarcode
1245,Myristica dactyloides Gaertn.,MYRISTICACEAE,Jayaphal (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008539&column=szBarcode
1246,Myristica fragrans Houtt.,MYRISTICACEAE,"Jaiphal, Jayapatri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008517&column=szBarcode
1247,Myristica malabarica Lam.,MYRISTICACEAE,Patthiri (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008541&column=szBarcode
1248,Myrsine africana L.,MYRSINACEAE,Chapra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009658&column=szBarcode
1249,Myrtus communis L.,MYRTACEAE,"Vilayati mehndi, Murad",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009546&column=szBarcode
1250,Myxopyrum smilacifolium (Wall.) Blume,OLEACEAE,Chathuravalli (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009431&column=szBarcode
1251,Nannorhops ritchiena (Griff.) Wendl.,ARECACEAE,Mazari Palm (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003203&column=szBarcode
1252,Nardostachys grandiflora DC.,VALERIANACEAE,"Bal-chir, Jatamansi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009494&column=szBarcode
1253,Naringi crenulata (Roxb.) Nicolson,RUTACEAE,"Beli, Surasi (Sanskrit)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009834&column=szBarcode
1254,Nelumbo nucifera Gaertn.,NYMPHAEACEAE,"Kanwal, Kamal",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013888&column=szBarcode
1255,Neolitsea cassia (L.) Kosterm.,LAURACEAE,Kanvel (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013114&column=szBarcode
1256,Olea dioica Roxb.,OLEACEAE,Atta-jam (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009571&column=szBarcode
1257,Olea europaea L.,OLEACEAE,Common Olive (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009659&column=szBarcode
1258,Olea ferruginea Royle,OLEACEAE,"Kahu, Kankao (N.W. Himalayas)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009429&column=szBarcode
1259,Olea glandulifera Wall. ex G.Don,OLEACEAE,Gulili (N.W. Himalayas),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009572&column=szBarcode
1260,Onosma bracteatum Wall.,BORAGINACEAE,"Gaozaban, Shankhahuli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009142&column=szBarcode
1261,Onosma hispidum Wall. ex G.Don,BORAGINACEAE,Ratanjot,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009141&column=szBarcode
1262,Ophioglossum vulgatum L.,OPHIOGLOSSACEAE,Adder's-tongue (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008560&column=szBarcode
1263,Ophiorrhiza mungos L.,RUBIACEAE,Sarahati,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009396&column=szBarcode
1264,Opuntia coccinellifera Mill.,CACTACEAE,Cochineal Cactus (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009506&column=szBarcode
1265,Opuntia nigricans Haw.,CACTACEAE,Nagadali (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009505&column=szBarcode
1266,Oreocnide integrifolia Miq.,URTICACEAE,Lipe (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013391&column=szBarcode
1267,Origanum vulgare L.,LAMIACEAE,Sathra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008708&column=szBarcode
1268,Ormocarpum sennoides DC.,FABACEAE,Kananashekhara (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003337&column=szBarcode
1269,Orobanche aegyptiaca Pers.,OROBANCHACEAE,"Sarsan-banda, Bhatua ghas",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009193&column=szBarcode
1270,Oroxylum indicum (L.) Vent.,BIGNONIACEAE,"Ullu, Saona",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009130&column=szBarcode
1271,Orthosiphon grandiflorus Boldingh.,LAMIACEAE,Java tea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008671&column=szBarcode
1272,Orthosiphon pallidus Royle ex Benth.,LAMIACEAE,Arjaka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008669&column=szBarcode
1273,Osbeckia crinita Benth.,MELASTOMATACEAE,Handi samba (Bhutan),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013504&column=szBarcode
1274,Osbeckia nepalensis Hook.,MELASTOMATACEAE,Baga phatkala (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013505&column=szBarcode
1275,Osmanthus fragrans Lour.,OLEACEAE,Silang (U.P. Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009430&column=szBarcode
1276,Osmunda regalis L.,OSMUNDACEAE,Royal Fern (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008558&column=szBarcode
1277,Ougeinia oojeinensis (Roxb.) Hochr.,FABACEAE,"Sandan, Panjan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003340&column=szBarcode
1278,Ouratea angustifolia Baill. ex Laness.,OCHNACEAE,Valermani (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009852&column=szBarcode
1279,Oxalis corniculata L.,OXALIDACEAE,"Tinpatiya, Amrul (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009847&column=szBarcode
1280,Oxyria digyna (L.) Hill,POLYGONACEAE,Amlu (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013416&column=szBarcode
1281,Oxystelma secamone (L.) K.Schum.,ASCLEPIADACEAE,Dudhialata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009469&column=szBarcode
1282,Pachyrrhizus erosus (L.) Urban,FABACEAE,Sankalu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008587&column=szBarcode
1283,Paederia scandens (Lour.) Merr.,RUBIACEAE,"Gandha prasarini, Somaraji",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009593&column=szBarcode
1284,Paeonia emodi Wall. ex Hook.f.,PAEONIACEAE,Chandayra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013916&column=szBarcode
1285,Pajanelia longifolia (Willd.) K.Schum.,BIGNONIACEAE,Doundi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009120&column=szBarcode
1286,Panax pseudo-ginseng Wall.,ARALIACEAE,Asiatic or Chinese Ginseng (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013551&column=szBarcode
1287,Panicum antidotale Retz.,POACEAE,Gunara,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002944&column=szBarcode
1288,Panicum incomtum Trin.,POACEAE,Cheen,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002941&column=szBarcode
1289,Panicum maximum Jacq.,POACEAE,Gini pullu; Gini hullu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002942&column=szBarcode
1290,Papaver argemone L.,PAPAVERACEAE,"Bharbhand, Seyalkata (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013880&column=szBarcode
1291,Papaver dubium L.,PAPAVERACEAE,Long-Head Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013884&column=szBarcode
1292,Papaver hybridum L.,PAPAVERACEAE,Rough Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013881&column=szBarcode
1293,Papaver nudicaule L.,PAPAVERACEAE,Iceland Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013886&column=szBarcode
1294,Papaver orientale L.,PAPAVERACEAE,Oriental Poppy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013882&column=szBarcode
1295,Papaver rhoeas L.,PAPAVERACEAE,"Lalpost, Post",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013885&column=szBarcode
1296,Papaver somniferum L.,PAPAVERACEAE,"Aphim, Posto (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013883&column=szBarcode
1297,Paracalyx scariosa (Roxb.) Ali,FABACEAE,"Simbi, Toranvel (Local nmaes)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008589&column=szBarcode
1298,Parameria polyneura Hook.f.,APOCYNACEAE,Mikirtengalata (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009660&column=szBarcode
1299,Paramignya angulata Kurz,RUTACEAE,Ban nimbu (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009828&column=szBarcode
1300,Paramignya monophylla Wight,RUTACEAE,Kurwa-wagutti (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009829&column=szBarcode
1301,Parsonsia helicandra Hook. & Arn.,APOCYNACEAE,Penalivalli (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009456&column=szBarcode
1302,Paspalum scrobiculatum L.,POACEAE,"Kodo, Kodra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002945&column=szBarcode
1303,Passiflora edulis Sims,PASSIFLORACEAE,Passion Fruit (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013526&column=szBarcode
1304,Passiflora foetida L.,PASSIFLORACEAE,"Jhumkalata, Tellajumiki (Tel.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013525&column=szBarcode
1305,Pavetta crassicaulis Bremek.,RUBIACEAE,"Kankra, Papari",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009587&column=szBarcode
1306,Pavonia odorata Willd.,MALVACEAE,Sugandha-bala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013833&column=szBarcode
1307,Pavonia zeylanica (L.) Cav.,MALVACEAE,Pera mutti (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013834&column=szBarcode
1308,Pedalium murex L.,PEDALIACEAE,"Bara-gokhru, Kadvagokkru",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009088&column=szBarcode
1309,Pedicularis pectinata Wall. ex Benth.,SCROPHULARIACEAE,Mishran (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008757&column=szBarcode
1310,Pedicularis siphonantha D.Don,SCROPHULARIACEAE,Tube Lousewort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008759&column=szBarcode
1311,Pedilanthus tithymaloides (L.) Poit.,EUPHORBIACEAE,"Nagdaman, Rangchita (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008799&column=szBarcode
1312,Peganum harmala L.,RUTACEAE,"Harmal, Isband-lahouri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009844&column=szBarcode
1313,Pelargonium graveolens L'Herit.,GERANIACEAE,Rose-Scented Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009848&column=szBarcode
1314,Pellaea hastata (Thunb.) Prantl.,ADIANTACEAE,Cliff brake (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008549&column=szBarcode
1315,Pentapetes phoenicea L.,STERCULIACEAE,Dopahariya,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013935&column=szBarcode
1316,Pentatropis spiralis (Forsk.) Decne,ASCLEPIADACEAE,Kauathodi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009474&column=szBarcode
1317,Pergularia daemia (Forsk.) Choiv.,ASCLEPIADACEAE,"Uttaranajutuka, Sagovani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009486&column=szBarcode
1318,Pericampylus glaucus (Lam.) Miers.,MENISPERMACEAE,Barakkanta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013897&column=szBarcode
1319,Perilepta auriculata (Nees) Bremek,ACANTHACEAE,Phandadi (Guj),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013335&column=szBarcode
1320,Perilla frutescens (L.) Britton,LAMIACEAE,Bhanjira,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008683&column=szBarcode
1321,Periploca aphylla Decne.,PERIPLOCACEAE,Bata (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013511&column=szBarcode
1322,Peristrophe bicalyculata (Retz.) Nees,ACANTHACEAE,Atrilal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013311&column=szBarcode
1323,Peristrophe roxburghiana (Roem. & Schult.) Bremek.,ACANTHACEAE,Magenta plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013309&column=szBarcode
1324,Perovskia abrotanoides Kar.,LAMIACEAE,Shanshohai (Pushtu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008739&column=szBarcode
1325,Petroselinum crispum (Mill.) Airy-Shaw,APIACEAE,Achu mooda (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013529&column=szBarcode
1326,Peucedanum dhana Buch.-Ham. ex C.B.Clarke,APIACEAE,Bhoj raj (Bihar),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013519&column=szBarcode
1327,Peucedanum grande C.B.Clarke,APIACEAE,Duku,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013522&column=szBarcode
1328,Peucedanum nagpurense Prain,APIACEAE,Tej raj (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013521&column=szBarcode
1329,Phaseolus adenanthus G.F.Meyer,FABACEAE,Banbarbati (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003319&column=szBarcode
1330,Phaseolus lunatus L.,FABACEAE,Sem,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003311&column=szBarcode
1331,Phaseolus vulgaris L.,FABACEAE,"Bakla, Lobia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003310&column=szBarcode
1332,Phlogacanthus thyrsiflorus (Roxb.) Nees,ACANTHACEAE,Banheka (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013329&column=szBarcode
1333,Phoenix dactylifera L.,ARECACEAE,Kejuri (Assamese),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002947&column=szBarcode
1334,Phoenix pusilla Gaertn.,ARECACEAE,"Chiruata-ita, chitti-ita (Tel.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002948&column=szBarcode
1335,Phoenix sylvestris (L.) Roxb.,ARECACEAE,"Khajur, Khajuri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002949&column=szBarcode
1336,Phyla nodiflora (L.) Greene,VERBENACEAE,"Jalpapli, Panisigaa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013206&column=szBarcode
1337,Phyllanthus acidus (L.) Skeels,EUPHORBIACEAE,"Chalmeri, Harfarauri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008811&column=szBarcode
1338,Phyllanthus fraternus Webster,EUPHORBIACEAE,"Jaramla, Jangli amli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008793&column=szBarcode
1339,Phyllanthus maderaspatensis L.,EUPHORBIACEAE,"Kanocha, Bazarmani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008812&column=szBarcode
1340,Phyllanthus urinaria L.,EUPHORBIACEAE,"Lal-bhuin anvalah, Hazarmani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008816&column=szBarcode
1341,Phyllanthus virgatus Forst.,EUPHORBIACEAE,Bhuiavali (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008814&column=szBarcode
1342,Phyllochlamys taxoides Koord.,MORACEAE,Sheora (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009200&column=szBarcode
1343,Physalis angulata L.,SOLANACEAE,Popti (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009181&column=szBarcode
1344,Physalis minima L.,SOLANACEAE,Tulati pati,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009179&column=szBarcode
1345,Physalis peruviana L.,SOLANACEAE,Tipari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009180&column=szBarcode
1346,Physochlaina praealta (Walp.) Hook.f.,SOLANACEAE,Sholar (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009187&column=szBarcode
1347,Phytolacca acinosa Roxb.,PHYTOLACCACEAE,"Matazor, Sarangum",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009087&column=szBarcode
